Brand	Model	URL	Type	Nominal diameter [″]	Nominal diameter [mm]	SPL 1W [dB]	fs [Hz]	Qms	Qes	Qts	xmax [mm]	Power [W]	Pmax [W]	Z [Ω]	Re [Ω]	Le [mH]	Sd [cm²]	Mms [g]	Mmd [g]	Cms [µm/N]	Vas [L]	Rms [N·s/m]
Eminence	DELTA-12LFA	loudspeakerdatabase.com/Eminence/DELTA-12LFA	Bass Guitar Speaker	12	305	93.9	51.0	7.28	0.51	0.47	4.8	500	1000	8	6.1	1.45	506.7	51	42.9	190	67.9	2.24
Eminence	DELTA-12LFC	loudspeakerdatabase.com/Eminence/DELTA-12LFC	Bass Guitar Speaker	12	305	94.1	52.0	8.21	0.47	0.44	4.8	500	1000	4	3.2	0.94	506.7	53	44.9	170	63.7	2.11
Eminence	DELTA-15A	loudspeakerdatabase.com/Eminence/DELTA-15A	Mid Bass	15	381	97.7	40.0	8.05	0.57	0.53	2.7	400	800	8	6.3	0.64	864.6	62	44.5	260	270.7	1.94
Eminence	DELTA-15B	loudspeakerdatabase.com/Eminence/DELTA-15B	Mid Bass	15	381	96.8	45.0	6.54	0.67	0.61	1.6	400	800	16	11.3	1.35	856.3	64	46.7	190	204	2.77
Eminence	DELTA-15LFA	loudspeakerdatabase.com/Eminence/DELTA-15LFA	Bass Guitar Speaker	15	381	95.0	39.0	6.30	0.52	0.48	4.8	500	1000	8	6.1	1.37	873.0	75	57.3	230	241	2.92
Eminence	DELTALITE II 2510	loudspeakerdatabase.com/Eminence/DELTALITE_II_2510	Bass Guitar Speaker	10	254	93.8	53.0	5.76	0.45	0.42	4.2	250	500	8	5.1	0.4	350.1	31	26.2	300	52.5	1.79
Eminence	DELTALITE II 2510-4	loudspeakerdatabase.com/Eminence/DELTALITE_II_2510-4	Bass Guitar Speaker	10	254	95.0	55.0	7.92	0.40	0.39	4.2	250	500	4	3.5	0.3	350.1	27	22.2	320	54.45	1.18
Eminence	DELTALITE II 2512	loudspeakerdatabase.com/Eminence/DELTALITE_II_2512	Bass Guitar Speaker	12	305	96.3	44.0	4.17	0.45	0.41	4.9	250	500	8	5.2	0.43	519.5	37	28.5	360	134.88	2.45
Eminence	DELTALITE II 2515	loudspeakerdatabase.com/Eminence/DELTALITE_II_2515	Bass Guitar Speaker	15	381	96.5	42.0	4.56	0.41	0.38	4.8	300	600	8	5.3	1.15	856.3	72	54.5	200	204	4.17
Eminence	DOUBLE-T 12	loudspeakerdatabase.com/Eminence/DOUBLE-T_12	Guitar Speaker	12	305	96.8	53.0	19.59	0.30	0.30	2.35	300	600	8	5.6	0.57	519.5	54	45.5	170	63.69	0.92
Eminence	DOUBLE-T 15	loudspeakerdatabase.com/Eminence/DOUBLE-T_15	Guitar Speaker	15	381	100.0	56.0	9.71	0.34	0.33	1.4	300	600	4	3.2	0.4	856.3	74	56.5	110	111.97	2.68
Eminence	EJ-1240	loudspeakerdatabase.com/Eminence/EJ-1240	Guitar Speaker	12	305	100.8	75.0	20.09	0.54	0.53	1.24	40	80	8	7.0	0.6	519.5	24	15.6	190	71.19	0.56
Eminence	EJ-1240-16	loudspeakerdatabase.com/Eminence/EJ-1240-16	Guitar Speaker	12	305	100.4	73.0	18.12	0.64	0.62	1.24	40	80	16	14.3	0.95	519.5	24	15.6	200	74.96	0.61
Eminence	EPS-15C	loudspeakerdatabase.com/Eminence/EPS-15C	Guitar Speaker	15	381	98.1	42.0	14.41	0.32	0.31	3.3	300	600	4	3.6	0.53	864.6	80	62.3	180	188.4	1.47
Eminence	GA-SC59	loudspeakerdatabase.com/Eminence/GA-SC59	Guitar Speaker	12	305	99.9	89.0	19.73	0.63	0.61	1.61	40	80	8	7.4	0.61	519.5	28	19.6	110	41.21	0.79
Eminence	GA-SC64	loudspeakerdatabase.com/Eminence/GA-SC64	Guitar Speaker	12	305	100.2	88.0	16.82	0.60	0.58	1.23	40	80	8	7.6	0.67	519.5	27	18.6	120	44.96	0.89
Eminence	GA-SC6416	loudspeakerdatabase.com/Eminence/GA-SC6416	Guitar Speaker	12	305	99.8	90.0	15.48	0.75	0.72	1.23	40	80	16	15.3	1.05	519.5	27	18.6	110	41.21	0.99
Eminence	GA10-SC59	loudspeakerdatabase.com/Eminence/GA10-SC59	Guitar Speaker	10	254	96.9	102	19.66	1.67	1.54	1.59	20	40	8	7.6	0.44	366.1	17	12.1	150	27.91	0.55
Eminence	GA10-SC64	loudspeakerdatabase.com/Eminence/GA10-SC64	Guitar Speaker	10	254	97.6	100	16.89	1.38	1.28	1.59	20	40	8	7.6	0.48	366.1	14	9.1	180	33.49	0.52
Eminence	GUIT-FIDDLE	loudspeakerdatabase.com/Eminence/GUIT-FIDDLE	Guitar Speaker	12	305	101.0	82.0	15.49	0.58	0.56	0.79	100	200	8	7.3	0.63	545.4	26	17.1	140	57.81	0.86
Eminence	HEMPDOG 12	loudspeakerdatabase.com/Eminence/HempDog_12	Guitar Speaker	12	315	101.9	69.0	10.02	0.36	0.35	1.27	150	300	8	6.6	0.41	545.4	30	21	180	74.33	1.3
Eminence	IMPERO 18A	loudspeakerdatabase.com/Eminence/IMPERO_18A	Subwoofer	18	457	95.1	33.0	14.02	0.44	0.43	8.0	1200	2400	8	5.4	1.47	1159.0	140	112.2	170	317.02	2.07
Eminence	IMPERO 18C	loudspeakerdatabase.com/Eminence/IMPERO_18C	Subwoofer	18	457	95.6	31.0	10.13	0.35	0.34	8.13	1200	2400	4	3.1	1.09	1159.0	148	120.2	170	317.02	2.85
Eminence	JS-1250	loudspeakerdatabase.com/Eminence/JS-1250	Guitar Speaker	12	309	100.2	92.0	15.69	0.63	0.61	0.79	50	100	8	6.4	0.5	519.5	28	19.6	110	41.21	1.03
Eminence	KAPPA PRO 18LF-8	loudspeakerdatabase.com/Eminence/KAPPA_PRO_18LF-8	Subwoofer	18	457	96.8	32.0	10.66	0.34	0.33	8.0	800	1600	8	5.4	1.21	1159.0	119	91.2	210	391.61	2.24
Eminence	KAPPA PRO-10A	loudspeakerdatabase.com/Eminence/KAPPA_PRO-10A	Mid Bass	10	254	95.4	46.0	10.10	0.20	0.20	3.2	500	1000	8	6.5	1.15	344.9	38	33.3	310	52.2	1.09
Eminence	KAPPA PRO-10LF	loudspeakerdatabase.com/Eminence/KAPPA_PRO-10LF	Subwoofer	10	254	93.0	39.0	8.97	0.29	0.28	7.2	600	1200	8	5.5	0.97	376.9	46	40.8	370	72.97	1.26
Eminence	KAPPA PRO-12A	loudspeakerdatabase.com/Eminence/KAPPA_PRO-12A	Mid Bass	12	305	95.0	37.0	6.93	0.25	0.24	4.8	500	1000	8	5.5	1.22	519.5	59	50.5	320	121	1.98
Eminence	KAPPA PRO-15A	loudspeakerdatabase.com/Eminence/KAPPA_PRO-15A	Bass Guitar Speaker	15	381	97.3	47.0	8.01	0.40	0.38	3.2	500	1000	8	5.2	1.01	856.3	72	54.5	160	167.7	2.65
Eminence	KAPPA PRO-15LF-2	loudspeakerdatabase.com/Eminence/KAPPA_PRO-15LF-2	Woofer	15	381	95.7	35.0	7.30	0.32	0.30	6.7	600	1200	8	6.5	1.4	856.3	102	84.6	200	198.8	3.07
Eminence	KAPPA PRO-15LFC	loudspeakerdatabase.com/Eminence/KAPPA_PRO-15LFC	Woofer	15	381	95.8	37.0	10.00	0.33	0.32	7.9	600	1200	4	3.3	0.94	856.3	99	81.6	180	183.23	2.3
Eminence	KAPPA-12A	loudspeakerdatabase.com/Eminence/KAPPA-12A	Woofer	12	305	96.9	45.0	7.76	0.28	0.27	3.2	450	900	8	5.4	0.77	519.5	42	33.5	300	112.1	1.53
Eminence	KAPPA-15A	loudspeakerdatabase.com/Eminence/KAPPA-15A	Bass Guitar Speaker	15	381	96.2	33.0	8.90	0.33	0.32	4.0	450	900	8	5.2	1.05	856.3	76	58.7	310	321.3	1.77
Eminence	KAPPA-15C	loudspeakerdatabase.com/Eminence/KAPPA-15C	Bass Guitar Speaker	15	381	96.9	31.0	10.14	0.25	0.25	2.4	450	900	4	3.7	0.88	856.3	77	59.7	350	329.9	1.48
Eminence	KAPPA-15LFA	loudspeakerdatabase.com/Eminence/KAPPA-15LFA	Bass Guitar Speaker	15	381	94.9	39.0	6.08	0.41	0.38	5.5	600	1200	8	5.4	1.27	856.3	105	87.7	150	159	4.23
Eminence	KAPPALITE 3012HO	loudspeakerdatabase.com/Eminence/KAPPALITE_3012HO	Bass Guitar Speaker	12	305	97.1	52.0	8.39	0.33	0.32	6.2	400	800	8	5.5	0.57	532.4	47	38.2	200	81.1	1.83
Eminence	KAPPALITE 3012LF	loudspeakerdatabase.com/Eminence/KAPPALITE_3012LF	Subwoofer	12	305	93.4	37.0	6.94	0.34	0.32	9.1	450	900	8	5.6	0.98	545.4	72	63	260	106.65	2.41
Eminence	KAPPALITE 3012LF-4	loudspeakerdatabase.com/Eminence/KAPPALITE_3012LF-4	Subwoofer	12	305	93.7	36.0	8.38	0.32	0.31	9.1	550	1100	4	3.9	0.66	545.4	72	63	260	107.37	1.94
Eminence	KAPPALITE 3015	loudspeakerdatabase.com/Eminence/KAPPALITE_3015	Woofer	15	381	98.0	45.0	6.70	0.36	0.34	5.9	450	900	8	5.3	0.64	856.0	84	66.5	150	153	3.54
Eminence	KAPPALITE 3015LF	loudspeakerdatabase.com/Eminence/KAPPALITE_3015LF	Subwoofer	15	381	95.5	44.0	8.97	0.48	0.46	9.6	450	900	8	5.5	0.93	881.1	93	75	140	150.9	2.87
Eminence	KAPPALITE 3015LF-4	loudspeakerdatabase.com/Eminence/KAPPALITE_3015LF-4	Subwoofer	15	381	95.3	47.0	10.19	0.49	0.47	10.65	550	1100	4	3.9	0.65	881.2	106	88	110	118.58	3.07
Eminence	KILOMAX PRO 15A	loudspeakerdatabase.com/Eminence/KILOMAX_PRO_15A	Subwoofer	15	381	95.4	41.0	8.80	0.40	0.39	7.9	1250	2500	8	5.0	1.78	856.3	98	80.6	150	154.5	2.87
Eminence	KILOMAX PRO 18A	loudspeakerdatabase.com/Eminence/KILOMAX_PRO_18A	Subwoofer	18	457	94.4	32.0	10.15	0.49	0.47	10.0	1250	2500	8	5.1	1.59	1159.0	143	115.2	180	331.5	2.83
Eminence	KL3010CX-8	loudspeakerdatabase.com/Eminence/KL3010CX-8	Coaxial	10	254	94.4	52.0	5.87	0.30	0.28	6.58	400	800	8	5.7	0.62	376.9	45	39.9	210	41.41	2.5
Eminence	KL3010HO-8	loudspeakerdatabase.com/Eminence/KL3010HO-8	Mid-range	10	254	96.8	62.0	5.75	0.28	0.27	4.43	400	800	8	5.6	0.43	366.1	34	29	200	37.21	2.3
Eminence	KL3010LF-8	loudspeakerdatabase.com/Eminence/KL3010LF-8	Subwoofer	10	254	92.4	45.0	0.95	0.33	0.31	8.52	450	900	8	7.0	0.87	376.9	53	47.9	240	47.33	15.77
Eminence	KL3012CX-8	loudspeakerdatabase.com/Eminence/KL3012CX-8	Coaxial	12	305	95.9	42.0	8.37	0.31	0.30	7.47	400	800	8	5.7	0.61	545.4	54	45	270	111.5	1.7
Eminence	KL3015CX-8	loudspeakerdatabase.com/Eminence/KL3015CX-8	Coaxial	15	381	96.3	38.0	6.48	0.47	0.44	8.67	400	800	8	5.7	0.63	889.6	89	70.8	200	219.73	3.28
Eminence	LA12850	loudspeakerdatabase.com/Eminence/LA12850	Woofer	12	305	94.5	46.0	12.73	0.32	0.32	5.0	800	1600	8	5.9	0.96	545.4	73	64	160	66.07	1.66
Eminence	LA15850	loudspeakerdatabase.com/Eminence/LA15850	Woofer	15	381	95.5	34.0	9.27	0.34	0.33	4.1	800	1600	8	5.8	1.0	856.3	98	80.5	230	234.15	2.26
Eminence	LAB12	loudspeakerdatabase.com/Eminence/LAB12	Subwoofer	12	305	87.3	22.0	13.32	0.39	0.38	13.0	400	800	6	4.3	1.48	506.7	146	137.7	350	125.2	1.52
Eminence	LAB12C	loudspeakerdatabase.com/Eminence/LAB12C	Subwoofer	12	305	88.2	23.0	11.70	0.34	0.33	13.0	500	1000	4	3.1	1.09	506.7	136	127.7	360	128.31	1.68
Eminence	LAB15	loudspeakerdatabase.com/Eminence/LAB15	Subwoofer	15	381	89.4	28.0	5.36	0.37	0.35	11.8	600	1200	6	4.9	3.23	823.7	308	291.2	110	103.61	10.11
Eminence	LEGEND 1028K	loudspeakerdatabase.com/Eminence/LEGEND_1028K	Guitar Speaker	10	254	96.7	95.0	17.96	1.61	1.47	2.1	35	70	8	5.8	0.51	344.9	15	10.4	190	31.5	0.5
Eminence	LEGEND 10516	loudspeakerdatabase.com/Eminence/LEGEND_10516	Guitar Speaker	10	254	94.9	96.0	13.80	1.32	1.21	0.1	75	150	16	10.2	0.64	344.9	22	17.4	130	21.8	0.96
Eminence	LEGEND 1058	loudspeakerdatabase.com/Eminence/LEGEND_1058	Guitar Speaker	10	254	95.9	97.0	17.78	1.21	1.13	0.1	75	150	8	7.5	0.56	344.9	17	12.4	160	26.4	0.58
Eminence	LEGEND 1218	loudspeakerdatabase.com/Eminence/LEGEND_1218	Guitar Speaker	12	305	97.6	100	15.51	0.95	0.89	0.8	150	300	8	7.0	0.69	506.7	29	20.9	90	31.2	1.17
Eminence	LEGEND 1258	loudspeakerdatabase.com/Eminence/LEGEND_1258	Guitar Speaker	12	305	95.8	94.0	6.15	1.18	0.99	0.48	75	150	8	7.4	0.7	506.7	32	23.9	90	32.5	3.07
Eminence	LEGEND 1275	loudspeakerdatabase.com/Eminence/LEGEND_1275	Guitar Speaker	12	305	99.0	111	15.07	1.09	1.02	0.47	75	150	8	7.4	0.55	552.0	30	21	70	29.61	1.39
Eminence	LEGEND 1518	loudspeakerdatabase.com/Eminence/LEGEND_1518	Guitar Speaker	15	381	98.1	82.0	10.12	1.02	0.93	0.8	150	300	8	7.2	0.86	823.7	55	38.4	70	65.4	2.8
Eminence	LEGEND B102	loudspeakerdatabase.com/Eminence/LEGEND_B102	Bass Guitar Speaker	10	254	93.8	48.0	5.31	0.42	0.39	3.0	200	400	8	6.9	0.67	344.9	28	23.3	400	65	1.59
Eminence	LEGEND B810	loudspeakerdatabase.com/Eminence/LEGEND_B810	Bass Guitar Speaker	10	254	92.7	52.0	13.91	0.68	0.65	4.7	150	300	32	27.5	2.72	350.1	24	19.3	390	66.4	0.56
Eminence	LEGEND BP102	loudspeakerdatabase.com/Eminence/LEGEND_BP102	Bass Guitar Speaker	10	254	90.4	35.0	5.36	0.47	0.43	6.2	200	400	8	5.6	0.83	334.5	38	33.5	540	91.2	1.56
Eminence	LEGEND BP102-4	loudspeakerdatabase.com/Eminence/LEGEND_BP102-4	Bass Guitar Speaker	10	254	91.7	35.0	10.61	0.40	0.38	6.2	200	400	4	2.7	0.68	344.9	34	29.4	630	103.8	0.7
Eminence	LEGEND BP122	loudspeakerdatabase.com/Eminence/LEGEND_BP122	Bass Guitar Speaker	12	305	92.2	35.0	9.26	0.57	0.54	6.2	250	500	8	5.7	0.84	532.4	50	41.3	400	157.4	1.19
Eminence	LEGEND BP1525	loudspeakerdatabase.com/Eminence/LEGEND_BP1525	Bass Guitar Speaker	15	381	95.3	32.0	11.21	0.50	0.48	6.2	350	700	8	6.7	1.12	856.3	65	47.7	390	397	1.17
Eminence	LEGEND CA10-16	loudspeakerdatabase.com/Eminence/LEGEND_CA10-16	Bass Guitar Speaker	10	254	93.9	53.0	6.47	0.45	0.42	3.02	200	400	16	10.7	1.19	350.1	29	24.1	300	51.05	1.49
Eminence	LEGEND CA10-32	loudspeakerdatabase.com/Eminence/LEGEND_CA10-32	Bass Guitar Speaker	10	254	93.1	55.0	7.16	0.58	0.53	3.02	175	350	32	22.1	2.07	350.1	29	24.1	280	47.64	1.4
Eminence	LEGEND CA10-4	loudspeakerdatabase.com/Eminence/LEGEND_CA10-4	Bass Guitar Speaker	10	254	94.3	55.0	7.67	0.41	0.39	3.02	200	400	4	3.7	0.49	350.1	30	25.1	270	45.94	1.35
Eminence	LEGEND CA10-8	loudspeakerdatabase.com/Eminence/LEGEND_CA10-8	Bass Guitar Speaker	10	254	93.2	53.0	6.53	0.49	0.45	3.02	200	400	8	4.8	0.51	350.1	31	26.1	300	51.05	1.58
Eminence	LEGEND CA1059	loudspeakerdatabase.com/Eminence/Legend_CA1059	Bass Guitar Speaker	10	267	97.7	48.0	3.27	0.28	0.26	4.72	250	500	8	5.5	0.11	350.1	27	22.1	420	71.47	2.49
Eminence	LEGEND CA1059-16	loudspeakerdatabase.com/Eminence/Legend_CA105916	Bass Guitar Speaker	10	267	96.3	46.0	2.61	0.29	0.26	4.7	175	350	16	12.0	0.85	350.1	27	22.1	440	74.87	2.99
Eminence	LEGEND CA154	loudspeakerdatabase.com/Eminence/LEGEND_CA154	Bass Guitar Speaker	15	381	95.3	51.0	4.94	0.54	0.49	5.0	300	600	4	2.9	0.8	823.7	86	69.4	110	108.2	5.58
Eminence	LEGEND CB158	loudspeakerdatabase.com/Eminence/LEGEND_CB158	Bass Guitar Speaker	15	381	99.1	34.0	5.90	0.36	0.34	4.8	300	600	8	6.2	0.33	856.3	70	52.6	310	336.1	2.53
Eminence	LEGEND EM12	loudspeakerdatabase.com/Eminence/LEGEND_EM12	Guitar Speaker	12	305	99.1	49.0	7.39	0.29	0.28	1.27	200	400	8	6.6	0.49	532.4	40	31.2	260	102.31	1.67
Eminence	LEGEND EM12N	loudspeakerdatabase.com/Eminence/LEGEND_EM12N	Guitar Speaker	12	305	98.8	51.0	7.74	0.35	0.34	2.22	200	400	8	7.4	0.49	532.4	38	29.4	260	102.31	1.57
Eminence	LEGEND GB128	loudspeakerdatabase.com/Eminence/LEGEND_GB128	Guitar Speaker	12	305	98.6	86.0	19.54	0.67	0.65	0.8	50	100	8	6.4	0.64	506.7	28	19.9	120	43.9	0.77
Eminence	LEGEND V1216	loudspeakerdatabase.com/Eminence/LEGEND_V1216	Guitar Speaker	12	305	97.4	77.0	9.86	0.80	0.74	0.8	120	240	16	13.2	1.05	506.7	30	21.9	140	51.8	1.47
Eminence	LEGEND V128	loudspeakerdatabase.com/Eminence/LEGEND_V128	Guitar Speaker	12	305	97.8	89.0	11.98	0.83	0.77	0.8	120	240	8	6.4	0.64	519.5	30	21.7	100	39.4	1.4
Eminence	LIL' BUDDY	loudspeakerdatabase.com/Eminence/LIL_BUDDY	Guitar Speaker	10	254	97.7	149	9.06	0.93	0.84	0.8	50	100	8	6.3	0.46	366.1	22	17.1	50	10	2.27
Eminence	LIL' TEXAS	loudspeakerdatabase.com/Eminence/LIL_TEXAS	Guitar Speaker	12	305	100.1	90.0	11.29	0.69	0.65	1.27	125	250	8	7.2	0.42	519.5	28	19.7	110	43.3	1.4
Eminence	MAN O WAR	loudspeakerdatabase.com/Eminence/MAN_O_WAR	Guitar Speaker	12	305	99.0	91.0	11.66	0.72	0.68	0.8	120	240	8	6.2	0.43	519.5	31	22.7	100	38	1.52
Eminence	MAN O WAR 16	loudspeakerdatabase.com/Eminence/MAN_O_WAR_16	Guitar Speaker	12	305	99.0	102	12.39	0.97	0.85	0.8	120	240	16	13.1	0.74	519.5	30	21.7	80	31.5	1.55
Eminence	MAVERICK	loudspeakerdatabase.com/Eminence/MAVERICK	Guitar Speaker	12	305	96.9	82.0	16.77	1.17	1.09	0.47	75	150	8	6.0	0.48	519.5	28	19.7	130	48.71	0.86
Eminence	OMEGA PRO-15A	loudspeakerdatabase.com/Eminence/OMEGA_PRO-15A	Subwoofer	15	381	95.4	33.0	5.69	0.33	0.32	4.8	800	1600	8	5.3	1.04	856.3	94	76.6	250	258.5	3.43
Eminence	OMEGA PRO-18A	loudspeakerdatabase.com/Eminence/OMEGA_PRO-18A	Subwoofer	18	457	95.3	25.0	8.18	0.32	0.31	4.8	800	1600	8	5.2	1.67	1159.0	137	109.2	290	548.7	2.63
Eminence	OMEGA PRO-18C	loudspeakerdatabase.com/Eminence/OMEGA_PRO-18C	Subwoofer	18	457	95.1	23.0	6.41	0.29	0.28	4.8	800	1600	4	2.5	0.61	1159.0	146	118.2	340	639	3.29
Eminence	PF-350	loudspeakerdatabase.com/Eminence/PF-350	Guitar Speaker	12	305	98.7	63.0	8.48	0.44	0.42	0.79	350	700	8	7.4	0.4	545.4	42	33.1	150	61.94	1.96
Eminence	PF-400	loudspeakerdatabase.com/Eminence/PF-400	Guitar Speaker	15	381	100.2	58.0	6.37	0.55	0.50	0.79	400	800	8	7.5	0.46	889.6	67	48.8	110	120.85	3.83
Eminence	PRIVATE JACK	loudspeakerdatabase.com/Eminence/PRIVATE_JACK	Guitar Speaker	12	305	99.3	96.0	18.19	0.72	0.69	1.24	50	100	8	7.0	0.49	519.5	31	22.7	90	33.7	1.03
Eminence	PRIVATE JACK 16	loudspeakerdatabase.com/Eminence/PRIVATE_JACK_16	Guitar Speaker	12	305	98.9	101	12.69	1.11	1.02	1.24	50	100	16	14.0	0.77	519.5	27	18.7	90	35.9	1.35
Eminence	PRO 5W-8	loudspeakerdatabase.com/Eminence/PRO_5W-8	Mid-range	5	127	91.8	95.0	3.35	0.35	0.32	2.95	75	150	8	5.4	0.28	66.6	4	3.6	700	4.31	0.71
Eminence	RAGIN CAJUN	loudspeakerdatabase.com/Eminence/RAGIN_CAJUN	Guitar Speaker	10	254	98.9	84.0	11.42	0.54	0.51	0.48	75	150	8	7.0	0.38	366.1	20	15.1	180	34.1	0.92
Eminence	RAMROD	loudspeakerdatabase.com/Eminence/RAMROD	Guitar Speaker	10	254	99.0	101	10.80	0.68	0.64	0.48	75	150	8	7.3	0.39	366.1	19	14.1	130	24.6	1.12
Eminence	RED WHITE AND BLUES	loudspeakerdatabase.com/Eminence/RED_WHITE_AND_BLUES	Guitar Speaker	12	305	99.6	110	7.19	0.89	0.79	0.8	120	240	8	6.4	0.43	532.4	30	21.4	70	30.8	2.88
Eminence	REIGNMAKER	loudspeakerdatabase.com/Eminence/REIGNMAKER	Guitar Speaker	12	305	96.7	91.0	20.19	1.37	1.29	0.47	75	150	8	6.0	0.5	519.5	31	22.7	100	37.47	0.88
Eminence	RF10C	loudspeakerdatabase.com/Eminence/RF10C	Guitar Speaker	10	254	99.2	105	15.57	0.55	0.53	0.47	50	100	8	6.0	0.49	366.1	19	14.1	120	22.33	0.81
Eminence	SIGMA PRO 18-4	loudspeakerdatabase.com/Eminence/SIGMA_PRO_18-4	Subwoofer	18	457	97.1	32.0	14.79	0.30	0.29	7.0	700	1400	4	3.4	0.85	1140.0	121	93.7	200	360.84	1.64
Eminence	SIGMA PRO 18A-2	loudspeakerdatabase.com/Eminence/SIGMA_PRO_18A-2	Subwoofer	18	457	96.2	28.0	8.28	0.30	0.29	6.1	650	1300	8	6.3	1.9	1140.0	130	102.7	240	441.2	2.76
Eminence	SWAMP THANG	loudspeakerdatabase.com/Eminence/SWAMP_THANG	Guitar Speaker	12	305	102.3	97.0	14.43	0.55	0.53	0.8	150	300	8	6.9	0.42	532.4	26	17.4	100	41.3	1.1
Eminence	SWAMP THANG 16	loudspeakerdatabase.com/Eminence/SWAMP_THANG_16	Guitar Speaker	12	305	101.5	113	8.60	0.67	0.62	0.8	150	300	16	14.7	0.67	532.4	30	21.4	70	26.4	2.48
Eminence	TEXAS HEAT	loudspeakerdatabase.com/Eminence/TEXAS_HEAT	Guitar Speaker	12	305	98.5	79.0	13.88	0.68	0.65	0.8	150	300	8	7.3	0.54	519.5	31	22.7	130	50.9	1.11
Eminence	TEXAS HEAT 16	loudspeakerdatabase.com/Eminence/TEXAS_HEAT_16	Guitar Speaker	12	305	99.7	91.0	12.48	0.87	0.81	0.8	150	300	16	14.7	0.9	519.5	26	17.7	120	44.5	1.19
Eminence	TEXAS HEAT 4	loudspeakerdatabase.com/Eminence/TEXAS_HEAT_4	Guitar Speaker	12	305	97.6	89.0	21.11	0.70	0.68	0.8	150	300	4	3.8	0.5	519.5	30	21.7	110	39	0.79
Eminence	TF-1250	loudspeakerdatabase.com/Eminence/TF-1250	Guitar Speaker	12	305	98.4	95.0	8.50	0.98	0.88	0.47	50	100	8	7.2	0.51	519.5	29	20.6	100	37.47	2.04
Eminence	THE COPPERHEAD	loudspeakerdatabase.com/Eminence/THE_COPPERHEAD	Guitar Speaker	10	254	98.5	105	13.27	1.05	0.98	0.1	75	150	8	7.6	0.37	366.1	16	11.1	140	27	0.8
Eminence	THE GOVERNOR	loudspeakerdatabase.com/Eminence/THE_GOVERNOR	Guitar Speaker	12	305	100.5	101	11.41	0.59	0.56	1.24	75	150	8	6.8	0.41	519.5	32	23.7	80	30.1	1.78
Eminence	THE GOVERNOR 16	loudspeakerdatabase.com/Eminence/THE_GOVERNOR_16	Guitar Speaker	12	305	101.1	103	12.51	0.66	0.63	1.24	75	150	16	14.0	0.7	519.5	28	19.7	90	32.8	1.45
Eminence	THE TONKER	loudspeakerdatabase.com/Eminence/THE_TONKER	Guitar Speaker	12	305	99.9	89.0	10.02	0.49	0.47	0.8	150	300	8	7.4	0.47	519.5	36	27.7	90	34.1	2.01
Eminence	THE WIZARD	loudspeakerdatabase.com/Eminence/THE_WIZARD	Guitar Speaker	12	305	101.1	89.0	11.48	0.49	0.47	0.8	75	150	8	6.1	0.38	519.5	30	21.7	110	41.5	1.46
Eminence	THE WIZARD 16	loudspeakerdatabase.com/Eminence/THE_WIZARD_16	Guitar Speaker	12	305	101.0	100	13.77	0.66	0.63	0.8	75	150	16	13.2	0.64	519.5	28	19.7	90	35.1	1.28
Eminence	TONKERLITE	loudspeakerdatabase.com/Eminence/TONKERLITE	Guitar Speaker	12	305	99.6	109	12.58	0.85	0.80	1.24	125	250	8	7.2	0.42	519.5	30	21.7	70	27.4	1.63
Eminence	WHEEL HOUSE 150	loudspeakerdatabase.com/Eminence/WheelHouse_150	Guitar Speaker	12	305	101.7	82.0	14.28	0.44	0.43	2.22	150	300	8	7.5	0.43	532.4	30	21.4	120	47.22	1.08
Eminence	WHEEL HOUSE 200	loudspeakerdatabase.com/Eminence/WHEEL_HOUSE_200	Guitar Speaker	15	381	101.4	51.0	16.85	0.46	0.45	2.22	200	400	8	7.5	0.46	791.7	47	31	210	182.73	0.89
Fane	COLOSSUS 12MB	loudspeakerdatabase.com/FANE/COLOSSUS_12MB	Mid Bass	12	305	95.3	55.0	2.05	0.33	0.29	5.5	500	1000	8	5.5	1.56	530.0	59	49.9	142	56	9.95
Fane	COLOSSUS 12MBN	loudspeakerdatabase.com/FANE/COLOSSUS_12MBN	Mid Bass	12	305	94.8	55.0	4.13	0.44	0.40	5.5	500	1000	8	5.5	1.39	530.0	59	49.9	142	56	4.94
Fane	COLOSSUS 15SB	loudspeakerdatabase.com/FANE/COLOSSUS_15SB	Woofer	15	381	96.4	41.0	6.85	0.30	0.29	6.5	800	1600	8	5.4	2.15	866.0	106	87.6	142	151	3.99
Fane	COLOSSUS 15XB	loudspeakerdatabase.com/FANE/COLOSSUS_15XB	Subwoofer	15	381	95.6	38.0	7.48	0.34	0.32	7.5	800	1600	8	6.2	1.5	855.3	108	89.9	162	168	3.45
Fane	COLOSSUS 18SB	loudspeakerdatabase.com/FANE/COLOSSUS_18SB	Subwoofer	18	457	95.3	36.0	6.58	0.37	0.35	8.25	1000	2000	8	5.2	2.23	1134.0	177.2	148.7	109	199	6.09
Fane	COLOSSUS 18XB	loudspeakerdatabase.com/FANE/COLOSSUS_18XB	Subwoofer	18	457	95.2	33.0	5.77	0.36	0.34	7.5	1000	2000	8	6.5	1.99	1131.0	173	144.6	130	236	6.22
Fane	COLOSSUS PRIME 15XS	loudspeakerdatabase.com/FANE/COLOSSUS_PRIME_15XS	Woofer	15	381	94.7	36.3	7.70	0.32	0.31	12.0	1000	2000	8	5.2	1.93	855.0	133	114.9	147	149.7	3.94
